Dist,Alt,Mach,TAS,Fuel,Fuel Burn,gNOx,gCO2,n_prop,n_cycle,n_0,H
0,7,0.66,207.39,69715.0,3285.0,,,,,,
10,7,0.66,207.39,69640.1,74.9,7673.57,231299.86,0.71,0.5,0.32,29232.89
20,7,0.66,207.35,69565.19,74.91,7672.74,231311.92,0.71,0.5,0.32,29231.37
30,7,0.66,207.31,69490.28,74.91,7671.91,231323.99,0.71,0.5,0.32,29229.84
40,7,0.66,207.28,69415.37,74.91,7671.08,231336.07,0.71,0.5,0.32,29228.31
50,7,0.66,207.24,69340.45,74.92,7670.25,231348.15,0.71,0.5,0.32,29226.79
60,7,0.66,207.21,69265.52,74.92,7669.42,231360.25,0.71,0.5,0.32,29225.26
70,7,0.66,207.17,69190.6,74.93,7668.6,231372.35,0.71,0.5,0.32,29223.73
80,7,0.66,207.13,69115.67,74.93,7667.77,231384.46,0.71,0.5,0.32,29222.2
90,7,0.66,207.1,69040.73,74.93,7666.94,231396.58,0.71,0.5,0.32,29220.67
100,7,0.66,207.06,68965.8,74.94,7666.11,231408.71,0.71,0.5,0.32,29219.14
110,7,0.66,207.03,68890.85,74.94,7665.29,231420.85,0.71,0.5,0.32,29217.6
120,7,0.66,206.99,68815.91,74.95,7664.46,231432.99,0.71,0.5,0.32,29216.07
130,7,0.66,206.95,68740.96,74.95,7663.63,231445.15,0.71,0.5,0.32,29214.54
140,7,0.66,206.92,68666.0,74.95,7662.81,231457.31,0.71,0.5,0.32,29213.0
150,7,0.66,206.88,68591.05,74.96,7661.98,231469.48,0.71,0.5,0.32,29211.47
160,7,0.66,206.85,68516.08,74.96,7661.16,231481.66,0.71,0.5,0.32,29209.93
170,7,0.66,206.81,68441.12,74.97,7660.33,231493.84,0.71,0.5,0.32,29208.39
180,7,0.66,206.77,68366.15,74.97,7659.51,231506.04,0.71,0.5,0.32,29206.85
190,7,0.66,206.74,68291.18,74.97,7658.68,231518.24,0.71,0.5,0.32,29205.31
200,7,0.66,206.7,68216.2,74.98,7657.86,231530.46,0.71,0.5,0.32,29203.77
210,7,0.66,206.67,68141.22,74.98,7657.03,231542.68,0.71,0.5,0.32,29202.23
220,7,0.66,206.63,68066.23,74.99,7656.21,231554.9,0.71,0.5,0.32,29200.69
230,7,0.66,206.59,67991.24,74.99,7655.39,231567.14,0.71,0.5,0.32,29199.14
240,7,0.66,206.56,67916.25,74.99,7654.56,231579.39,0.71,0.5,0.32,29197.6
250,7,0.66,206.52,67841.25,75.0,7653.74,231591.64,0.71,0.5,0.32,29196.05
260,7,0.66,206.48,67766.25,75.0,7652.92,231603.91,0.71,0.5,0.32,29194.51
270,7,0.66,206.45,67691.25,75.01,7652.1,231616.18,0.71,0.5,0.32,29192.96
280,7,0.66,206.41,67616.24,75.01,7651.27,231628.46,0.71,0.5,0.32,29191.41
290,7,0.66,206.38,67541.22,75.01,7650.45,231640.75,0.71,0.5,0.32,29189.86
300,7,0.66,206.34,67466.21,75.02,7649.63,231653.04,0.71,0.5,0.32,29188.31
310,7,0.66,206.3,67391.18,75.02,7648.81,231665.35,0.71,0.5,0.32,29186.76
320,7,0.66,206.27,67316.16,75.03,7647.99,231677.66,0.71,0.5,0.32,29185.21
330,7,0.66,206.23,67241.13,75.03,7647.17,231689.99,0.71,0.5,0.32,29183.66
340,7,0.66,206.19,67166.1,75.03,7646.35,231702.32,0.71,0.5,0.32,29182.11
350,7,0.66,206.16,67091.06,75.04,7645.53,231714.66,0.71,0.5,0.32,29180.55
360,7,0.66,206.12,67016.02,75.04,7644.71,231727.0,0.71,0.5,0.32,29179.0
370,7,0.66,206.09,66940.97,75.05,7643.89,231739.36,0.71,0.5,0.32,29177.44
380,7,0.66,206.05,66865.92,75.05,7643.07,231751.73,0.71,0.5,0.32,29175.88
390,7,0.66,206.01,66790.87,75.05,7642.25,231764.1,0.71,0.5,0.32,29174.32
400,7,0.66,205.98,66715.81,75.06,7641.43,231776.48,0.71,0.5,0.32,29172.77
410,7,0.66,205.94,66640.75,75.06,7640.61,231788.87,0.71,0.5,0.32,29171.21
420,7,0.66,205.9,66565.69,75.07,7639.8,231801.27,0.71,0.5,0.32,29169.65
430,7,0.66,205.87,66490.62,75.07,7638.98,231813.68,0.71,0.5,0.32,29168.08
440,7,0.66,205.83,66415.55,75.07,7638.16,231826.1,0.71,0.5,0.32,29166.52
450,7,0.66,205.79,66340.47,75.08,7637.34,231838.53,0.71,0.5,0.32,29164.96
460,7,0.66,205.76,66265.39,75.08,7636.53,231850.96,0.71,0.5,0.32,29163.39
470,7,0.66,205.72,66190.3,75.09,7635.71,231863.4,0.71,0.5,0.32,29161.83
480,7,0.66,205.69,66115.21,75.09,7634.89,231875.86,0.71,0.5,0.32,29160.26
490,7,0.66,205.65,66040.12,75.09,7634.08,231888.32,0.71,0.5,0.32,29158.69
500,7,0.66,205.61,65965.02,75.1,7633.26,231900.79,0.71,0.5,0.32,29157.13
510,7,0.66,205.58,65889.92,75.1,7632.45,231913.26,0.71,0.5,0.32,29155.56
520,7,0.66,205.54,65814.81,75.11,7631.63,231925.75,0.71,0.5,0.32,29153.99
530,7,0.66,205.5,65739.71,75.11,7630.82,231938.25,0.71,0.5,0.32,29152.42
540,7,0.66,205.47,65664.59,75.11,7630.0,231950.75,0.71,0.5,0.32,29150.84
550,7,0.66,205.43,65589.47,75.12,7629.19,231963.26,0.71,0.5,0.32,29149.27
560,7,0.66,205.39,65514.35,75.12,7628.37,231975.79,0.71,0.5,0.32,29147.7
570,7,0.66,205.36,65439.23,75.13,7627.56,231988.32,0.71,0.5,0.32,29146.12
580,7,0.66,205.32,65364.1,75.13,7626.75,232000.86,0.71,0.5,0.32,29144.55
590,7,0.66,205.28,65288.96,75.13,7625.93,232013.4,0.71,0.5,0.32,29142.97
600,7,0.66,205.25,65213.82,75.14,7625.12,232025.96,0.71,0.5,0.32,29141.39
610,7,0.66,205.21,65138.68,75.14,7624.31,232038.53,0.71,0.5,0.32,29139.81
620,7,0.66,205.18,65063.54,75.15,7623.49,232051.1,0.71,0.5,0.32,29138.24
630,7,0.66,205.14,64988.39,75.15,7622.68,232063.69,0.71,0.5,0.32,29136.66
640,7,0.66,205.1,64913.23,75.15,7621.87,232076.28,0.71,0.5,0.32,29135.07
650,7,0.66,205.07,64838.07,75.16,7621.06,232088.88,0.71,0.5,0.32,29133.49
660,7,0.66,205.03,64762.91,75.16,7620.25,232101.49,0.71,0.5,0.32,29131.91
670,7,0.66,204.99,64687.75,75.17,7619.44,232114.11,0.71,0.5,0.32,29130.32
680,7,0.66,204.96,64612.57,75.17,7618.63,232126.74,0.71,0.5,0.32,29128.74
690,7,0.66,204.92,64537.4,75.17,7617.82,232139.37,0.71,0.5,0.32,29127.15
700,7,0.66,204.88,64462.22,75.18,7617.01,232152.02,0.71,0.5,0.32,29125.57
710,7,0.66,204.85,64387.04,75.18,7616.2,232164.67,0.71,0.5,0.32,29123.98
720,7,0.66,204.81,64311.85,75.19,7615.39,232177.34,0.71,0.5,0.32,29122.39
730,7,0.66,204.77,64236.66,75.19,7614.58,232190.01,0.71,0.5,0.32,29120.8
